File Name,File Version,Update Date,Region Code,State Code,Date Type,Date,Formatted Date,Receipts (All Initial),Closing Pending (All Initial),Determinations (All Initial),Allowances (All Initial),Allowance Rate (All Initial),Receipts (Initial SSDI Only),Closing Pending (Initial SSDI Only),Determinations (Initial SSDI Only),Allowances (Initial SSDI Only),Allowance Rate (Initial SSDI Only),Receipts (Initial SSI Only),Closing Pending (Initial SSI Only),Determinations (Initial SSI Only),Allowances (Initial SSI Only),Allowance Rate (Initial SSI Only),Receipts (Initial Concurrent Only),Closing Pending (Initial Concurrent Only),Determinations (Initial Concurrent Only),Allowances (Initial Concurrent Only),Allowance Rate (Initial Concurrent Only),Receipts (Initial SSI DC Only),Closing Pending (Initial SSI DC Only),Determinations (Initial SSI DC Only),Allowances (Initial SSI DC Only),Allowance Rate (Initial SSI DC Only),Prototype State,Receipts (All Recon),Closing Pending (All Recon),Determinations (All Recon),Allowances (All Recon),Allowance Rate (All Recon),Receipts (Recon SSDI Only),Closing Pending (Recon SSDI Only),Determinations (Recon SSDI Only),Allowances (Recon SSDI Only),Allowance Rate (Recon SSDI Only),Receipts (Recon SSI Only),Closing Pending (Recon SSI Only),Determinations (Recon SSI Only),Allowances (Recon SSI Only),Allowance Rate (Recon SSI Only),Receipts (Recon Concurrent Only),Closing Pending (Recon Concurrent Only),Determinations (Recon Concurrent Only),Allowances (Recon Concurrent Only),Allowance Rate (Recon Concurrent Only),Receipts (Recon SSI DC Only),Closing Pending (Recon SSI DC Only),Determinations (Recon SSI DC Only),Allowances (Recon SSI DC Only),Allowance Rate (Recon SSI DC Only),Receipts (All CDR),Closing Pending (All CDR),Determinations (All CDR),Continuations (All CDR),Continuation Rate (All CDR),Receipts (CDR SSDI Only),Closing Pending (CDR SSDI Only),Determinations (CDR SSDI Only),Continuations (CDR SSDI Only),Continuation Rate (CDR SSDI Only),Receipts (CDR SSI Only),Closing Pending (CDR SSI Only),Determinations (CDR SSI Only),Continuations (CDR SSI Only),Continuation Rate (CDR SSI Only),Receipts (CDR Concurrent Only),Closing Pending (CDR Concurrent Only),Determinations (CDR Concurrent Only),Continuations (CDR Concurrent Only),Continuation Rate (CDR Concurrent Only),,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,MT,MO,7/25/2003,2003-07,569,1130,523,165,31.5,211,359,181,68,37.6,164,370,164,62,37.8,194,401,178,35,19.7,54,124,58,29,50,N,218,294,191,23,12,84,98,71,12,16.9,49,77,59,6,10.2,85,119,61,5,8.2,7,9,15,2,13.3,185,458,255,212,83.1,37,107,81,67,82.7,119,276,123,99,80.5,29,75,51,46,90.2,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,NC,MO,7/25/2003,2003-07,6542,20765,6871,2269,33,2144,6425,2194,867,39.5,2137,6836,2280,822,36.1,2261,7504,2397,580,24.2,1022,3216,1180,476,40.3,N,2381,5934,2267,330,14.6,904,2141,866,139,16.1,534,1663,513,79,15.4,943,2130,888,112,12.6,196,484,181,31,17.1,1186,3917,2017,1756,87.1,377,1258,810,733,90.5,714,2301,1049,876,83.5,95,358,158,147,93,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,ND,MO,7/25/2003,2003-07,236,697,228,73,32,101,269,93,37,39.8,70,220,69,20,29,65,208,66,16,24.2,30,82,33,10,30.3,N,79,117,71,8,11.3,30,47,21,4,19,14,21,16,1,6.3,35,49,34,3,8.8,3,5,3,0,0,49,230,131,110,84,14,74,52,46,88.5,31,136,72,57,79.2,4,20,7,7,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,NE,MO,7/25/2003,2003-07,1008,2774,936,360,38.5,360,982,324,178,54.9,273,720,276,105,38,375,1072,336,77,22.9,122,299,128,48,37.5,N,303,593,242,33,13.6,109,210,77,15,19.5,50,102,56,8,14.3,144,281,109,10,9.2,15,26,13,0,0,257,723,196,158,80.6,111,324,83,72,86.7,98,286,93,67,72,48,113,20,19,95,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,NH,MO,7/25/2003,2003-07,624,2148,533,317,59.5,296,970,243,158,65,145,490,134,77,57.5,183,688,156,82,52.6,46,170,51,32,62.7,Y,3,9,2,2,100,3,5,1,1,100,0,1,1,1,100,0,3,0,0,0,0,0,0,0,0,196,448,120,113,94.2,110,253,78,74,94.9,54,124,29,26,89.7,32,71,13,13,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,NYC,NJ,MO,7/25/2003,2003-07,3476,12647,3475,1767,50.8,1390,4665,1322,816,61.7,1286,4734,1337,652,48.8,800,3248,816,299,36.6,538,1797,568,298,52.5,N,25,91,24,7,29.2,10,31,11,6,54.5,8,42,7,1,14.3,7,18,6,0,0,1,4,0,0,0,806,5221,1096,882,80.5,229,1489,315,270,85.7,503,3295,706,555,78.6,74,437,75,57,76,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,NM,MO,7/25/2003,2003-07,1288,5749,1313,477,36.3,370,1498,346,158,45.7,511,2327,545,200,36.7,407,1924,422,119,28.2,186,758,194,89,45.9,N,389,1013,387,70,18.1,132,296,113,25,22.1,118,315,122,24,19.7,139,402,152,21,13.8,17,57,27,3,11.1,488,1184,353,322,91.2,159,128,131,124,94.7,274,1017,177,155,87.6,55,39,45,43,95.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,NV,MO,7/25/2003,2003-07,1399,3672,1084,511,47.1,437,1089,321,179,55.8,475,1267,385,186,48.3,487,1316,378,146,38.6,161,446,147,80,54.4,N,380,819,220,57,25.9,111,238,59,21,35.6,96,211,50,11,22,173,370,111,25,22.5,19,48,12,2,16.7,422,554,266,236,88.7,165,187,98,88,89.8,244,344,158,141,89.2,13,23,10,7,70,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,NYC,NY,MO,7/25/2003,2003-07,12629,35300,11857,4679,39.5,4640,12053,4531,2169,47.9,5627,16530,5532,2006,36.3,2362,6717,1794,504,28.1,2042,5876,1942,773,39.8,Y,1074,1864,1600,209,13.1,465,739,756,126,16.7,289,544,437,48,11,320,581,407,35,8.6,67,97,96,6,6.3,11091,43183,7609,6762,88.9,2710,11361,2222,2025,91.1,7434,28205,4866,4263,87.6,947,3617,521,474,91,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,OH,MO,7/25/2003,2003-07,6589,28739,7237,2075,28.7,1991,8323,2159,787,36.5,2562,11699,3002,877,29.2,2036,8717,2076,411,19.8,1110,5128,1434,495,34.5,N,2032,7251,2042,274,13.4,715,2472,734,134,18.3,621,2235,625,62,9.9,696,2544,683,78,11.4,185,648,206,22,10.7,1922,7050,2548,2131,83.6,569,2199,838,727,86.8,1132,4070,1471,1185,80.6,221,781,239,219,91.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,OK,MO,7/25/2003,2003-07,2664,9062,3064,1022,33.4,923,3099,1100,414,37.6,971,3285,1122,424,37.8,770,2678,842,184,21.9,373,1224,489,218,44.6,N,886,1428,1123,91,8.1,356,575,452,47,10.4,235,373,307,22,7.2,295,480,364,22,6,64,82,69,7,10.1,107,1006,136,100,73.5,32,331,30,23,76.7,74,606,96,71,74,1,69,10,6,60,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,OR,MO,7/25/2003,2003-07,1954,6556,2035,655,32.2,857,2591,793,316,39.8,587,2008,646,224,34.7,510,1957,596,115,19.3,145,577,195,109,55.9,N,717,1757,750,90,12,302,653,316,42,13.3,160,416,174,21,12.1,255,688,260,27,10.4,23,49,22,0,0,820,2429,633,559,88.3,183,686,208,177,85.1,524,1356,311,277,89.1,113,387,114,105,92.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,PA,MO,7/25/2003,2003-07,8809,26148,7740,3920,50.6,2889,7500,2629,1565,59.5,3691,11534,3345,1647,49.2,2229,7114,1766,708,40.1,1554,4470,1523,858,56.3,Y,13,59,18,4,22.2,5,28,8,2,25,4,15,5,1,20,4,16,5,1,20,0,4,0,0,0,1254,12352,2377,2072,87.2,197,2043,458,395,86.2,992,9377,1766,1538,87.1,65,932,153,139,90.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,NYC,PR,MO,7/25/2003,2003-07,1328,5087,1444,406,28.1,1321,5079,1444,406,28.1,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,N,934,2161,700,84,12,746,2020,700,84,12,188,141,0,0,0,0,0,0,0,0,4,1,0,0,0,277,2003,352,319,90.6,277,2003,352,319,90.6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,RI,MO,7/25/2003,2003-07,507,1668,470,216,46,207,545,163,87,53.4,188,750,196,97,49.5,112,373,111,32,28.8,81,314,75,43,57.3,N,167,411,128,33,25.8,71,158,55,17,30.9,57,153,47,11,23.4,39,100,26,5,19.2,15,37,10,5,50,276,887,226,204,90.3,121,317,91,87,95.6,118,447,111,94,84.7,37,123,24,23,95.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,SC,MO,7/25/2003,2003-07,3537,12498,3480,1031,29.6,1174,4068,1097,379,34.5,1264,4528,1289,406,31.5,1099,3902,1094,246,22.5,613,2018,618,220,35.6,N,1203,4605,1366,201,14.7,486,1972,497,94,18.9,276,905,326,47,14.4,441,1728,543,60,11,83,173,108,10,9.3,815,2389,792,560,70.7,269,799,244,191,78.3,446,1350,481,316,65.7,100,240,67,53,79.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,SD,MO,7/25/2003,2003-07,371,1241,340,110,32.4,136,410,118,46,39,114,412,127,43,33.9,121,419,95,21,22.1,48,158,55,21,38.2,N,122,236,123,12,9.8,38,70,34,3,8.8,36,61,27,5,18.5,48,105,62,4,6.5,9,12,6,0,0,107,607,174,147,84.5,23,100,36,32,88.9,77,481,127,105,82.7,7,26,11,10,90.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,TN,MO,7/25/2003,2003-07,5383,18920,4058,1252,30.9,1556,5353,1173,394,33.6,1828,6630,1521,519,34.1,1999,6937,1364,339,24.9,719,2603,687,289,42.1,N,1931,4638,1602,141,8.8,706,1598,606,50,8.3,465,1125,379,38,10,760,1915,617,53,8.6,108,273,97,10,10.3,1527,3981,1465,1213,82.8,413,1049,428,372,86.9,946,2527,864,685,79.3,168,405,173,156,90.2,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,TX,MO,7/25/2003,2003-07,13695,28889,14789,5677,38.4,3698,7089,3914,1612,41.2,5652,12248,6157,2778,45.1,4345,9552,4718,1287,27.3,2373,4773,2542,1335,52.5,N,4128,7697,3870,632,16.3,1341,2377,1150,195,17,1224,2380,1203,214,17.8,1563,2940,1517,223,14.7,274,540,334,65,19.5,1845,3792,1631,1332,81.7,533,1144,513,439,85.6,1104,2155,851,658,77.3,208,493,267,235,88,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,UT,MO,7/25/2003,2003-07,907,3019,749,234,31.2,373,1186,319,106,33.2,295,918,228,96,42.1,239,915,202,32,15.8,114,334,95,57,60,N,242,569,289,27,9.3,111,255,127,15,11.8,54,124,56,4,7.1,77,190,106,8,7.5,6,23,10,2,20,185,779,203,174,85.7,50,241,70,63,90,114,427,108,90,83.3,21,111,25,21,84,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,VA,MO,7/25/2003,2003-07,4266,12899,4596,1620,35.2,1597,4428,1606,656,40.8,1448,4648,1645,592,36,1221,3823,1345,372,27.7,678,2168,763,299,39.2,N,1413,2297,1553,188,12.1,605,933,679,87,12.8,320,547,385,55,14.3,488,817,489,46,9.4,74,139,108,21,19.4,1046,1770,148,101,68.2,333,494,36,31,86.1,637,1169,108,67,62,76,107,4,3,75,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,VT,MO,7/25/2003,2003-07,366,966,354,168,47.5,159,383,139,70,50.4,99,270,114,60,52.6,108,313,101,38,37.6,40,96,43,28,65.1,N,111,270,86,14,16.3,44,107,32,5,15.6,21,55,17,3,17.6,46,108,37,6,16.2,3,10,3,0,0,49,125,1,1,100,33,85,0,0,0,15,39,1,1,100,1,1,0,0,0,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,WA,MO,7/25/2003,2003-07,3271,10872,3222,1405,43.6,1146,3555,1204,619,51.4,1210,3922,1123,510,45.4,915,3395,895,276,30.8,361,1074,357,214,59.9,N,892,2503,909,119,13.1,302,788,275,55,20,272,748,298,36,12.1,318,967,336,28,8.3,42,124,39,9,23.1,910,3348,1055,958,90.8,284,1001,386,365,94.6,482,1811,543,479,88.2,144,536,126,114,90.5,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,WI,MO,7/25/2003,2003-07,3609,8214,2969,1076,36.2,1273,2632,981,509,51.9,1188,3041,1069,323,30.2,1148,2541,919,244,26.6,520,1562,523,167,31.9,N,1066,1977,900,140,15.6,375,668,287,58,20.2,327,560,265,25,9.4,364,749,348,57,16.4,141,210,117,8,6.8,965,2950,958,801,83.6,252,772,324,284,87.7,593,1786,512,407,79.5,120,392,122,110,90.2,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,WV,MO,7/25/2003,2003-07,2017,5878,2052,603,29.4,719,1958,778,279,35.9,776,2328,762,221,29,522,1592,512,103,20.1,214,630,220,84,38.2,N,774,1613,822,92,11.2,318,644,351,57,16.2,240,527,266,22,8.3,216,442,205,13,6.3,44,89,62,5,8.1,1206,2637,1313,1223,93.1,247,520,275,260,94.5,850,1854,895,823,92,109,263,143,140,97.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,WY,MO,7/25/2003,2003-07,228,681,190,77,40.5,104,263,73,38,52.1,52,154,49,21,42.9,72,264,68,18,26.5,19,57,20,9,45,N,53,87,79,3,3.8,22,35,34,2,5.9,16,26,11,0,0,15,26,34,1,2.9,3,5,0,0,0,186,410,84,68,81,43,97,24,22,91.7,111,264,53,42,79.2,32,49,7,4,57.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,AK,MO,8/29/2003,2003-08,427,1144,434,195,44.9,112,305,112,60,53.6,145,426,181,83,45.9,170,413,141,52,36.9,29,78,44,27,61.4,Y,7,6,0,0,0,4,3,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,133,314,205,185,90.2,32,83,67,59,88.1,80,187,113,105,92.9,21,44,25,21,84,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,AL,MO,8/29/2003,2003-08,6540,13777,5532,1635,29.6,1703,3546,1487,571,38.4,2608,5426,2244,657,29.3,2229,4805,1801,407,22.6,1268,2580,1114,358,32.1,Y,19,33,24,13,54.2,6,7,12,6,50,7,13,4,3,75,6,13,8,4,50,2,5,0,0,0,1584,4365,1984,1599,80.6,260,1146,690,608,88.1,1215,2621,1038,772,74.4,109,598,256,219,85.5,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,AR,MO,8/29/2003,2003-08,4460,9410,3776,1524,40.4,1333,2550,1062,580,54.6,1574,3596,1418,520,36.7,1553,3264,1296,424,32.7,731,1754,704,291,41.3,N,1199,1757,1058,198,18.7,337,508,294,70,23.8,355,547,312,64,20.5,507,702,452,64,14.2,130,209,122,30,24.6,1078,2910,1047,903,86.2,169,689,327,303,92.7,847,1880,548,444,81,62,341,172,156,90.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,AZ,MO,8/29/2003,2003-08,4204,10029,3937,1806,45.9,1502,3351,1305,700,53.6,1410,3569,1397,665,47.6,1292,3109,1235,441,35.7,485,1358,558,303,54.3,N,807,1626,784,230,29.3,303,576,288,99,34.4,211,413,184,55,29.9,293,637,312,76,24.4,47,84,26,7,26.9,1178,2647,513,402,78.4,340,638,182,150,82.4,744,1819,287,217,75.6,94,190,44,35,79.5,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,CA,MO,8/29/2003,2003-08,25415,53381,26538,11742,44.2,8203,16381,8754,4397,50.2,11192,24304,11937,5347,44.8,6020,12696,5847,1998,34.2,2974,6306,3214,1789,55.7,Y,5169,7329,5250,1014,19.3,1860,2499,1968,443,22.5,1962,2971,1937,320,16.5,1347,1859,1345,251,18.7,253,362,267,47,17.6,6381,16700,5399,4324,80.1,1156,3218,1233,974,79,4277,10521,3258,2602,79.9,948,2961,908,748,82.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DEN,CO,MO,8/29/2003,2003-08,2996,4671,2418,737,30.5,1113,1668,877,292,33.3,863,1340,766,288,37.6,1020,1663,775,157,20.3,315,428,287,164,57.1,Y,17,23,11,3,27.3,3,3,4,1,25,5,5,3,2,66.7,9,15,4,0,0,1,1,1,1,100,951,2417,1100,928,84.4,110,615,394,335,85,755,1526,565,472,83.5,86,276,141,121,85.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,CT,MO,8/29/2003,2003-08,2254,4523,2084,773,37.1,912,1566,946,430,45.5,784,1769,674,231,34.3,558,1188,464,112,24.1,259,571,238,114,47.9,N,692,1074,641,136,21.2,342,456,325,84,25.8,188,330,168,36,21.4,162,288,148,16,10.8,46,65,44,7,15.9,673,1452,438,371,84.7,289,630,242,212,87.6,314,656,153,123,80.4,70,166,43,36,83.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,DC,MO,8/29/2003,2003-08,446,1674,620,322,51.9,81,235,79,58,73.4,233,874,343,170,49.6,132,565,198,94,47.5,86,230,114,67,58.8,N,61,252,77,25,32.5,6,28,5,3,60,42,134,44,13,29.5,13,90,28,9,32.1,6,26,5,2,40,68,294,149,136,91.3,14,44,23,23,100,47,238,120,107,89.2,7,12,6,6,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,DE,MO,8/29/2003,2003-08,663,1353,632,318,50.3,274,494,251,145,57.8,195,466,233,113,48.5,194,393,148,60,40.5,108,251,125,60,48,N,153,269,133,42,31.6,65,114,61,27,44.3,29,50,30,5,16.7,59,105,42,10,23.8,14,19,15,3,20,266,414,223,192,86.1,97,151,113,99,87.6,145,224,91,74,81.3,24,39,19,19,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,FED,FE,MO,8/29/2003,2003-08,1411,3904,1148,623,54.3,776,1928,667,448,67.2,468,1550,292,122,41.8,167,426,189,53,28,304,1163,148,61,41.2,N,218,1108,262,64,24.4,97,489,125,32,25.6,36,404,45,16,35.6,85,215,92,16,17.4,9,19,6,0,0,732,2713,36,31,86.1,303,1060,34,30,88.2,354,1407,1,0,0,75,246,1,1,100,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,FL,MO,8/29/2003,2003-08,15612,38517,15788,5490,34.8,4439,10115,4452,1681,37.8,6382,16517,6586,2544,38.6,4791,11885,4750,1265,26.6,2943,7525,3038,1306,43,N,5135,10733,4836,781,16.1,1843,3609,1793,315,17.6,1492,3142,1339,216,16.1,1800,3982,1704,250,14.7,475,985,413,56,13.6,3190,11133,3582,3217,89.8,955,2858,1196,1116,93.3,2016,7576,2126,1860,87.5,219,699,260,241,92.7,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,GA,MO,8/29/2003,2003-08,8915,20830,7926,2236,28.2,2446,5344,2119,736,34.7,3490,8206,3213,945,29.4,2979,7280,2594,555,21.4,1469,3092,1337,469,35.1,N,2710,5683,2806,357,12.7,916,1892,890,123,13.8,781,1567,797,86,10.8,1013,2224,1119,148,13.2,217,336,239,21,8.8,1529,4013,2295,1844,80.3,342,895,670,592,88.4,1076,2788,1409,1058,75.1,111,330,216,194,89.8,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,GU,MO,8/29/2003,2003-08,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SFO,HI,MO,8/29/2003,2003-08,648,1859,766,383,50,238,669,299,166,55.5,227,639,272,144,52.9,183,551,195,73,37.4,53,101,69,41,59.4,N,99,251,85,17,20,39,96,38,7,18.4,27,79,13,4,30.8,33,76,34,6,17.6,1,3,0,0,0,287,705,247,206,83.4,84,224,83,69,83.1,184,415,134,115,85.8,19,66,30,22,73.3,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,IA,MO,8/29/2003,2003-08,2121,5213,1925,707,36.7,768,1816,720,377,52.4,625,1526,539,196,36.4,728,1871,666,134,20.1,290,672,239,104,43.5,N,656,1272,673,101,15,236,457,245,49,20,138,235,128,13,10.2,282,580,300,39,13,34,57,24,3,12.5,154,584,242,173,71.5,44,169,79,56,70.9,102,360,146,101,69.2,8,55,17,16,94.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,SEA,ID,MO,8/29/2003,2003-08,1000,1546,1123,485,43.2,324,469,352,179,50.9,308,489,348,162,46.6,368,588,423,144,34,133,192,136,83,61,N,270,253,297,37,12.5,95,79,105,19,18.1,50,50,63,6,9.5,125,124,129,12,9.3,14,12,14,3,21.4,385,507,385,338,87.8,85,135,146,124,84.9,255,314,166,146,88,45,58,73,68,93.2,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,IL,MO,8/29/2003,2003-08,10217,20441,9753,3834,39.3,3152,5749,2883,1373,47.6,4298,9130,4455,1746,39.2,2767,5562,2415,715,29.6,1901,4198,2106,875,41.5,N,2544,3062,2487,375,15.1,923,1029,887,164,18.5,858,1068,834,112,13.4,763,965,766,99,12.9,312,382,295,35,11.9,2099,3755,2770,2443,88.2,560,911,788,732,92.9,1358,2532,1710,1459,85.3,181,312,272,252,92.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,IN,MO,8/29/2003,2003-08,6174,13451,5704,1866,32.7,2313,4596,2037,719,35.3,1937,4496,1874,694,37,1924,4359,1793,453,25.3,870,2103,885,389,44,N,2035,5146,1403,191,13.6,910,2399,623,106,17,442,984,299,29,9.7,683,1763,481,56,11.6,131,182,110,9,8.2,352,5850,803,661,82.3,98,2147,252,233,92.5,236,3153,507,387,76.3,18,550,44,41,93.2,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,KS,MO,8/29/2003,2003-08,2161,5952,2266,730,32.2,741,1870,784,356,45.4,625,1734,606,204,33.7,795,2348,876,170,19.4,262,664,213,102,47.9,N,552,1300,279,60,21.5,173,411,95,28,29.5,143,322,84,16,19,236,567,100,16,16,42,76,9,1,11.1,122,559,107,53,49.5,35,180,28,13,46.4,81,333,66,31,47,6,46,13,9,69.2,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,ATL,KY,MO,8/29/2003,2003-08,5829,12711,6361,2016,31.7,1749,3282,1786,639,35.8,2168,5145,2528,906,35.8,1912,4284,2047,471,23,916,2023,1032,457,44.3,N,2070,2610,2316,228,9.8,702,858,757,98,12.9,596,775,662,64,9.7,772,977,897,66,7.4,153,179,143,13,9.1,2519,3352,1255,976,77.8,545,677,238,193,81.1,1721,2368,902,690,76.5,253,307,115,93,80.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,DAL,LA,MO,8/29/2003,2003-08,6438,13683,6637,2023,30.5,1429,2970,1402,527,37.6,3098,6567,3401,1038,30.5,1911,4146,1834,458,25,1495,2938,1765,586,33.2,Y,37,138,31,6,19.4,26,101,17,6,35.3,6,21,6,0,0,5,16,8,0,0,1,6,1,0,0,837,1957,955,674,70.6,139,369,160,124,77.5,653,1513,751,521,69.4,45,75,44,29,65.9,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,MA,MO,8/29/2003,2003-08,5068,9805,5154,2282,44.3,1610,2716,1696,926,54.6,1835,3829,1929,855,44.3,1623,3260,1529,501,32.8,672,1199,719,350,48.7,N,1330,2108,1295,359,27.7,477,699,475,163,34.3,412,695,399,107,26.8,441,714,421,89,21.1,114,183,121,29,24,1716,3390,1735,1472,84.8,465,921,549,478,87.1,1102,2148,1030,859,83.4,149,321,156,135,86.5,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,PHL,MD,MO,8/29/2003,2003-08,4667,12765,3629,1257,34.6,1151,3033,1037,480,46.3,1932,5447,1452,495,34.1,1584,4285,1140,282,24.7,646,1889,464,232,50,N,1120,2904,721,131,18.2,389,980,254,55,21.7,337,880,215,35,16.3,394,1044,252,41,16.3,64,192,48,10,20.8,521,1847,953,807,84.7,161,470,252,220,87.3,318,1227,625,520,83.2,42,150,76,67,88.2,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,BOS,ME,MO,8/29/2003,2003-08,1211,2343,1055,431,40.9,482,939,454,227,50,337,662,293,119,40.6,392,742,308,85,27.6,121,233,104,57,54.8,N,402,773,375,72,19.2,176,301,165,38,23,76,169,75,10,13.3,150,303,135,24,17.8,16,29,16,2,12.5,260,777,261,228,87.4,110,371,140,125,89.3,106,253,69,59,85.5,44,153,52,44,84.6,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,MI,MO,8/29/2003,2003-08,9705,24839,9140,3424,37.5,3678,8899,3444,1569,45.6,3569,9693,3510,1247,35.5,2458,6247,2186,608,27.8,1534,4363,1525,558,36.6,Y,27,69,21,6,28.6,18,42,13,2,15.4,3,12,1,0,0,6,15,7,4,57.1,2,3,0,0,0,2886,8215,3802,3298,86.7,690,2333,1277,1143,89.5,1923,5160,2200,1871,85,273,722,325,284,87.4,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,CHI,MN,MO,8/29/2003,2003-08,2970,6185,3033,1295,42.7,1251,2442,1233,615,49.9,948,1996,1061,463,43.6,771,1747,739,217,29.4,389,795,459,235,51.2,N,913,1295,850,157,18.5,410,547,390,79,20.3,233,319,227,37,16.3,270,429,233,41,17.6,65,79,64,11,17.2,986,1703,751,631,84,285,518,268,226,84.3,597,963,382,315,82.5,104,222,101,90,89.1,,,,,,,,,,,,,,
SSA-SA-MOWL.csv,2,5/6/2014,KCM,MO,MO,8/29/2003,2003-08,6044,10576,5741,1982,34.5,2020,3338,1851,905,48.9,1897,3282,1892,587,31,2127,3956,1998,490,24.5,764,1241,775,280,36.1,Y,22,37,21,7,33.3,6,11,9,6,66.7,10,11,9,0,0,6,15,3,1,33.3,4,4,2,0,0,1673,3612,1566,1267,80.9,420,996,470,383,81.5,1099,2236,918,744,81,154,380,178,140,78.7,,,,,,,,,,,,,,
